99997,100003
100009,100011
100014,100016
100009,100011
99997,100003
99992,99998
100004,100006
100009,100011
100004,100006
99999,100001
99987,99993
99994,99996
99989,99991
99994,99996
99989,99991
99994,99996
99984,99986
99994,99996
99997,100003
99999,100001
100004,100006
99992,99998
99992,99998
99987,99993
99987,99993
99994,99996
99999,100001
100007,100013
100002,100008
99992,99998
100004,100006
100014,100016
100004,100006
100009,100011
100004,100006
99997,100003
100007,100013
99997,100003
100004,100006
100007,100013
99997,100003
99987,99993
99987,99993
99987,99993
99977,99983
99972,99978
99962,99968
99969,99971
99977,99983
99984,99986
99979,99981
99984,99986
99974,99976
99969,99971
99967,99973
99979,99981
99984,99986
99982,99988
99972,99978
99982,99988
99972,99978
99962,99968
99952,99958
99944,99946
99932,99938
99942,99948
99942,99948
99954,99956
99949,99951
99959,99961
99959,99961
99954,99956
99964,99966
99964,99966
99972,99978
99982,99988
99992,99998
99987,99993
99992,99998
99994,99996
100004,100006
100014,100016
100024,100026
100029,100031
100034,100036
100022,100028
100012,100018
100024,100026
100012,100018
100009,100011
100014,100016
100014,100016
100019,100021
100009,100011
100004,100006
100004,100006
100007,100013
100007,100013
100012,100018
100009,100011
99997,100003
100009,100011
99997,100003
100009,100011
100009,100011
100007,100013
100012,100018
100012,100018
100024,100026
100022,100028
100027,100033
100032,100038
100027,100033
100019,100021
100022,100028
100029,100031
100034,100036
100044,100046
100049,100051
100054,100056
100064,100066
100074,100076
100062,100068
100054,100056
100042,100048
100044,100046
100034,100036
100037,100043
100032,100038
100029,100031
100029,100031
100017,100023
100017,100023
100024,100026
100029,100031
100037,100043
100044,100046
100049,100051
100047,100053
100044,100046
100047,100053
100054,100056
100064,100066
100067,100073
100064,100066
100072,100078
100074,100076
100079,100081
100067,100073
100059,100061
100069,100071
100077,100083
100072,100078
100077,100083
100082,100088
100089,100091
100079,100081
100079,100081
100072,100078
100064,100066
100054,100056
100044,100046
100037,100043
100049,100051
100059,100061
100064,100066
100054,100056
100054,100056
100047,100053
100042,100048
100054,100056
100049,100051
100052,100058
100057,100063
100054,100056
100042,100048
100049,100051
100044,100046
100042,100048
100044,100046
100049,100051
100057,100063
100064,100066
100069,100071
100059,100061
100064,100066
100072,100078
100079,100081
100089,100091
100099,100101
100087,100093
100082,100088
100079,100081
100089,100091
100077,100083
100087,100093
100089,100091
100094,100096
100089,100091
100084,100086
100079,100081
100089,100091
100084,100086
100074,100076
100064,100066
100072,100078
100069,100071
100069,100071
100064,100066
100067,100073
100067,100073
100072,100078
100082,100088
100089,100091
100089,100091
100077,100083
100077,100083
100069,100071
100069,100071
100062,100068
100054,100056
100042,100048
100032,100038
100039,100041
100049,100051
100047,100053
100054,100056
100049,100051
100057,100063
100059,100061
100052,100058
100049,100051
100047,100053
100037,100043
100029,100031
100032,100038
100027,100033
100017,100023
100007,100013
100014,100016
100002,100008
100014,100016
100019,100021
100012,100018
100012,100018
100009,100011
100004,100006
100004,100006
99992,99998
99987,99993
99982,99988
99972,99978
99962,99968
99974,99976
99977,99983
99967,99973
99959,99961
99964,99966
99969,99971
99974,99976
99972,99978
99967,99973
99979,99981
99984,99986
99984,99986
99984,99986
99982,99988
99972,99978
99972,99978
99964,99966
99962,99968
99962,99968
99957,99963
99954,99956
99944,99946
99954,99956
99959,99961
99957,99963
99957,99963
99957,99963
99962,99968
99957,99963
99969,99971
99964,99966
99952,99958
99957,99963
99954,99956
99949,99951
99942,99948
99944,99946
99954,99956
99944,99946
99942,99948
99944,99946
99934,99936
99934,99936
99939,99941
99949,99951
99954,99956
99959,99961
99962,99968
99969,99971
99979,99981
99984,99986
99974,99976
99979,99981
99969,99971
99959,99961
99959,99961
99947,99953
99957,99963
99969,99971
99972,99978
99969,99971
99962,99968
99954,99956
99964,99966
99974,99976
99962,99968
99952,99958
99942,99948
99934,99936
99922,99928
99922,99928
99912,99918
99914,99916
99914,99916
99914,99916
99919,99921
99907,99913
99904,99906
99909,99911
99914,99916
99907,99913
99899,99901
99909,99911
99907,99913
99919,99921
99914,99916
99919,99921
99914,99916
99909,99911
99897,99903
99909,99911
99902,99908
99907,99913
99909,99911
99909,99911
99909,99911
99907,99913
99912,99918
99912,99918
99917,99923
99907,99913
99899,99901
99892,99898
99884,99886
99882,99888
99874,99876
99874,99876
99884,99886
99877,99883
99872,99878
99862,99868
99862,99868
99854,99856
99854,99856
99862,99868
99867,99873
99859,99861
99854,99856
99864,99866
99852,99858
99847,99853
99839,99841
99839,99841
99829,99831
99822,99828
99834,99836
99832,99838
99827,99833
99822,99828
99834,99836
99839,99841
99849,99851
99852,99858
99857,99863
99864,99866
99867,99873
99867,99873
99859,99861
99852,99858
99847,99853
99852,99858
99864,99866
99874,99876
99879,99881
99867,99873
99879,99881
99879,99881
99879,99881
99884,99886
99894,99896
99887,99893
99884,99886
99872,99878
99862,99868
99874,99876
99879,99881
99882,99888
99874,99876
99867,99873
99862,99868
99857,99863
99864,99866
99857,99863
99869,99871
99874,99876
99864,99866
99874,99876
99862,99868
99862,99868
99862,99868
99859,99861
99867,99873
99867,99873
99857,99863
99847,99853
99852,99858
99852,99858
99844,99846
99854,99856
99849,99851
99837,99843
99844,99846
99847,99853
99854,99856
99849,99851
99854,99856
99854,99856
99854,99856
99842,99848
